story,caption
Aku Alos. Aku cacing tambang. Ini Aris temanku. Aris cacing gelang. Dan teman-teman kecilku di sana adalah cacing cambuk.,a picture of a poster with a questionnaire of what is the question?
"Ayo kita main, Aris! Bermain tanah Ayo! Main! Main!",a boy with a snake snake snake snake snake snake snake snake snake snake snake snake snake
Bermain petak umpet di antara tangan dan kuku yang kotor. Bersembunyi di antara kaki-kaki tak bersepatu. Horee!,a woman in a green and white outfit sitting on a rug
Ayo kita masuk ke dalam tubuh anak itu! Bermain di sana pasti menyenangkan.,a woman in a green dress and a child in a pink dress
Aku masuk melalui kulit kaki. Kau masuk melalui mulut.,girl in a yellow dress with a pink hat
"Di dalam tubuh pasti banyak makanan. Asyik! Yuk, kita lahap! Kita buat dia sakit perut. Habiskan semuanya. Nyam!",a child's boy playing with a toy
Oh. Tapi kita harus hati-hati. Oh oh oh Tidaak!,several children's drawings of a boy and girl sitting on a blanket
"Kau di mana, Aris?",a  boy and girl playing with toys
Di sini Aris tak ada. Di sana juga tak ada.,a cat in a tree with a cat in the background
Huaaaaa.,smiling woman in brown scarf and scarf with cowhide headband
"Alooos! Aris, kau di mana?",a woman's feet and shoes are shown in this illustration
"Rupanya kau ada di situ, Aris. Ternyata",a child's boy playing with a water hose
anak yang rajin bersih-bersih bukan tempat bermain yang menyenangkan.,a couple of children playing with a blanket on a blanket
"Laksmi Manohara adalah seorang penulis cerita anak. Beberapa buku yang telah ditulisnya antara lain Seri Cerita Paranada dan Hwaiting, Hye Mi! Laksmi juga berpartisipasi sebagai penulis dalam suatu program penulisan buku anak Tunas Integritas yang digagas oleh Komisi Pemberantasan Korupsi (KPK).",smiling woman in blue dress with pearl necklace and pearl necklace
"Audelia Agustine, atau Audi, sangat suka membaca dan menggambar sejak kecil. Setelah lulus dari jurusan Arsitektur Universitas Parahyangan, ia memilih untuk menjadi ilustrator buku anak. Masa kecilnya dilalui di Jakarta, namun kini ia tinggal di Bandung bersama suami dan anak laki-lakinya. Karyanya dapat dijumpai di https://www.behance.net/audeliaagustine",a boy sitting on a beach with a book and a book
"Mari Mencegah Cacingan! Penyakit cacingan menghambat tumbuh-kembang anak. Anak yang menderita cacingan cenderung lebih kecil dibandingkan temannya dan perkembangan kecerdasannya terhambat. Prestasinya di sekolah pun menurun karena sering tidak masuk. Telur cacing mudah menyebar melalui tanah atau air yang terkontaminasi tinja. Telur cacing masuk ke dalam tubuh lewat makanan yang tidak dimasak atau diolah dengan tangan yang kotor, lewat kulit tangan yang kotor, atau kulit kaki ketika berjalan tanpa alas kaki. Lalat dan kumbang juga dapat menyebarkan telur cacing apabila mereka hinggap pada makanan. Membiasakan pola hidup sehat adalah cara yang efektif untuk mencegah cacingan: Biasakan meminum obat cacing dua kali dalam setahun. Jangan buang air besar (BAB) sembarangan. Gunakan toilet. Gunakan sepatu atau sandal saat berjalan di atas tanah. Masak sayur hingga matang sebelum memakannya. Apabila Anda ingin memakannya mentah, cucilah sayur hingga bersih. Cucilah tangan dengan sabun setelah BAB. Anda juga perlu mencuci tangan dengan sabun sebelum makan atau sebelum menyiapkan makanan.",elephant with a little girl playing with a toy elephant
"Suatu pagi, Botom dan ibunya sedang bekerja di ladang. Tiba-tiba mereka melihat seekor anak gajah yang lari ke arah mereka.",girl in a red dress and a blue dress with a blue dress
"Si anak gajah berlari langsung ke dalam rumah dan mulai makan. Botom meraih buntutnya dan menariknya sekuat tenaga. ""Keluar dari sini! Kembalilah ke rumahmu!"" teriaknya.",girl with a baseball bat bat bat bat bat bat bat bat bat bat bat bat bat bat
"Orang tua Botom buru-buru menyusul masuk dan menyuruhnya berhenti.  ""Anak gajah yang malang!"" tangis Ibu. ""Ia pasti lapar dan tersesat.""Ayah sepakat. ""Sebaiknya kita berteman saja dengan anak gajah ini. Kita akan memanggilnya Sakor.""",elephant and girl playing with a book and a pencil
Botom iri melihat banyaknya perhatian dan makanan enak yang diberikan orang tuanya kepada Sakor.,man and woman holding bananas and a banana tree
"Sakor mengikuti Botom kemana-mana, sungguh mengganggu! Botom bertanya-tanya kapan Sakor akan kembali ke hutan.",cartoonish a ish elephant in a field
"Botom pikir jika dia jahat terhadap Sakor, Sakor akan pergi. Jadi, dia memasukkan mericak ke dalam belalai Sakor sehingga membuatnya bersin-bersin. Dia juga menakut-nakuti Sakor dengan semut.", elephant playing with a girl
"Suatu pagi, Botom ingin membawa jambu ke sekolah. Namun, dia tak bisa menjangkaunya di pohon. Si anak gajah meraih dan memetikkan buah jambu dengan belalainya.",elephant with a sticker on a tree branch in the middle of a  elephant
"Botom sangat terkejut.  ""Terima kasih!"" serunya. ""Tapi aku akan terlambat  sekolah sekarang.""Ibu berteriak dari jauh, ""Kenapa tidak kau naiki saja Sakor ke sekolah?""",cartoonish a teacher's classroom with a teacher
"Berkat  Sakor, Botom sampai di sekolah tepat waktu.",elephant with a girl playing tennis in a park
"Sejak itu, Sakor ikut ke sekolah setiap hari.  Botom dan teman-temannya senang bermain dengan Sakor. Tarik tambang.Lompat tali.",child's play area with a slider and a slider
Seluncuran.Engklek.,elephant with a girl riding on a horse drawn in a  style
"Sakor bahkan bergabung di kelas!Suatu hari, guru Botom bertanya, ""Kamu ingin jadi apa saat dewasa nanti?""",cartoonish schoolgirls in school uniforms are very cute
"Botom menjawab, ""Aku ingin jadi pekerja hutan agar bisa membantu gajah-gajah seperti Sakor dan menjaga tanah kita.""Tiba-tiba terdengar raungan keras dari luar. ""Wruuuuummm! Wrrruuummm!""",character of a girl with a blue dress and a blue elephant
Semua orang berlari keluar untuk melihat apa yang terjadi. Rupanya induk Sakor menemukannya!,elephant standing in front of a house with a bird on it
"Tiba waktunya Sakor kembali ke hutan. Bottom sedih karena berpisah, tetapi dia tahu bahwa temannya itu pasti senang kembali ke rumah dan keluarganya.",the asia asia foundation of asia and the asia pacific association of the asia pacific
"Sakor juga bersedih saat berpisah dengan Botom yang telah memperlakukannya dengan baik. Namun, induknya mengingatkan bahwa Sakor bisa mengunjungi Botom yang sudah tahu cara berteman dengan gajah.",a house with a flag on the roof and a cat on the roof
"Tentang LingkunganSejak tahun 20 01 Conservation International (CI) bekerja di Kamboja untuk melestarikan keanekaragaman hayati Kamboja. Dari Pegunungan Cardamom di barat daya, rumah dari beberapa gajah Asia yang tersisa di negara itu, hingga Danau Tonle Sap, perikanan darat terbesar di Asia Tenggara, hingga Taman Nasional Taman Veun Sai Siem, rumah siamang pipi kuning.Informasi lebih lanjut:https://www.conservation.org/where/Pages/Greater-Mekong-region.aspxhttps://www.youtube.com/watch?v=XGlTHR8a D-ohttps://www.youtube.com/watch?v=xgqsniNBhgs",a group of colorful plastic toys are sitting on a table
Marten bersekolah di SD Tunas. Marten adalah ketua kelas dua. Marten senang menjadi ketua kelas.,a boy with a backpacker and a backpacker
Hari Anak Nasional tiba. Ibu Guru mengumumkan acara lomba senam.,teacher in a classroom with a teacher
Marten dan teman-temannya berbaris di lapangan. Mereka akan berlatih senam.,group of children standing in line with a dog
Marten memimpin latihan senam. Marten memimpin dengan semangat.,a group of children playing with a frisbee in a field
Marten memberi contoh gerakan senam. Teman-teman menirukan gerakan senam.,group of people standing around a man in a yellow shirt
Marten mengajak teman-temannya berlatih setiap hari. Mereka berlatih dengan semangat.,a group of children playing baseball in a field
"Lomba senam tiba. Semua peserta lomba senam berbaris di lapangan. Orang tua, guru, dan penonton memberi semangat.",crowd of people standing around a baseball field
Musik dibunyikan lalu lomba senam dimulai. Marten berputar lincah dengan penuh semangat. Kreeeeeek! Celana Marten robek.,children's group of children playing with a ball
Teman-temannya melihat celana Marten robek. Mereka bergerak sambil menutupi Marten. Marten sigap berlari dan berganti kostum.,group of children in yellow shirts and jeans
Marten kembali memimpin senam dengan percaya diri. Penonton pun bersorak dan bertepuk gembira.,a group of children's dancing in a school dance
Juri mengumumkan pemenang lomba senam. Juara lomba senam adalah SD Tunas! teriak juri.,a close up of a document with a picture of a woman in a white dress
"Marten dan teman-temannya melompat ceria. Hore, kita menang! kata Marten.",a man in a baseball cap and a baseball cap on a baseball field
"Marten mewakili teman-temannya menerima piala. Kepala Sekolah memberikan piala kepada Marten. Selamat, kalian sungguh hebat! puji Kepala Sekolah.",group of children dancing in a park
"Hari ini sekolah libur. Markus melihat Mama sudah berpakaian rapi. Selamat pagi, Mama mau pergi ke mana? tanya Markus. Mama mau ke pasar, apakah kamu mau ikut? tanya Mama. Iya, Mama, jawab Markus.",a woman in a green shirt is holding a carrots
"Markus pergi ke pasar bersama Mama. Markus menjelaskan tugas dari Ibu Guru. Kami disuruh mencari tahu ciri-ciri makanan sehat, kata Markus.",a boy with a bottle of beer
"""Perhatikan barang yang Mama beli!"" kata Mama. ""Nanti kamu akan tahu jawabannya,"" sambung Mama.",person holding a bag of food in front of a fence
"Mama menuju penjual sayur kangkung. ""Markus, coba pilih mana yang segar!"" perintah Mama. ""Ini Ma, batang dan daunnya masih segar,"" jawab Markus.",man holding a ball of potatoes on a table
"Mama menuju ke penjual sayur wortel. ""Markus, apakah wortel ini segar?"" tanya Mama sambil memilih wortel. ""Segar. Kulitnya tidak keriput dan warnanya cerah,"" jawab Markus.",a woman in a green shirt is holding a child's hand
"""Kita akan membeli apa lagi, Ma?"" tanya Markus. ""Kita akan membeli betatas,"" jawab Mama. ""Coba cari betatas yang bagus!"" kata Mama. ""Ini Ma, warnanya kuning dan kulitnya masih segar,"" kata Markus.",there is a person holding a knife and a knife in front of a fish
"""Sekarang kita membeli sagu,"" kata Mama. ""Sagu yang bagus warnanya putih dan bersih,"" tambah Mama. ""Apakah Mama akan membuat papeda?"" tanya Markus. ""Ya. Sekarang kita membeli ikan,"" kata Mama.",a close up of a document with a picture of a woman in a white dress
"Mereka menuju ke penjual ikan. ""Lihat, ikan ini segar!"" jelas Mama. ""Insangnya merah, kulitnya mengkilat, dan dagingnya keras,"" tambah Mama.",a woman in a green dress standing in front of a store
"""Ma, saya ingin membeli roti,"" kata Markus. ""Mari kita pilih roti yang bagus!"" ajak Mama. ""Roti yang bagus tidak berjamur,"" jelas Mama. Mama membeli tiga roti.",a woman serving food to a man
"Setelah selesai berbelanja, Mama mengajak Markus pulang. ""Bagaimana Markus, sudah dapat jawaban dari tugasmu?"" tanya mama. ""Sudah Ma, makanan sehat harus segar dan bersih,"" jawab Markus.",a  boy and girl cooking
"Setiba di rumah, Mama segera memasak. ""Apakah Mama sudah selesai memasak?"" tanya Markus. ""Sebentar lagi, Mama akan siapkan di atas meja,"" jawab Mama. Markus berpikir pasti masakan Mama enak karena diolah dari bahan segar.",a boy and girl eating food at a table
"Mama telah menyiapkan makanan di atas meja. ""Markus, mari kita makan!"" panggil Mama. Markus menikmati makanan dengan lahap. ""Masakan Mama luar biasa,"" puji Markus. ""Ya, karena diolah dari bahan makanan yang segar!"" kata Mama.",a woman and a boy sitting at a table with food
"Mama mengingatkan bahwa tidak semua makanan enak itu sehat. ""Telitilah dalam memilih bahan makanan!"" kata Mama. ""Iya Mama, terima kasih penjelasannya. Mama memang hebat!"" puji Markus.",a picture of a group of children standing in front of a sign that says gem lang
"Markus menemani Mama pergi ke pasar. Di pasar, Mama memberitahu ciri-ciri makanan sehat. Markus senang sekali bisa ke pasar sambil belajar. Buku Seri Gemilang ini merupakan hasil kerjasama",a girl in a green shirt and a pink balloon
Hari ini aku tidak masuk sekolah.,child's girl playing with a bird
"Asik, hari ini libur!",girl with a megaphone in her hand
Tapi aku tidak akan nonton TV.,girl with a kite in her hand
Kebetulan listriknya mati.,girl with a backpack on her back
Apa yang bisa kulakukan ya?,girl with a pink shirt and a pink bow
"Ah, aku mau mendengarkan tubuhku!",girl in a bed with a bird on it
"Pertama, aku harus diam dan tidakbersuara. Sehingga aku bisa mendengarkan tubuhku sendiri.",girl with a cat on her head
Sekarang aku bisa mendengarkannafasku.Tarik hembuskan tarik hembuskan,a group of children are standing in front of a sign that says gem lang
Dan aku bisa membuatnya terdengar lebih keras  Ssssssss!Atau lebih lembut  Mmmmmm,girl holding a stuffed animal toy
"Lalu aku mendengarkan degup jantungku.Digdug, digdug, digdug.", girl with a fish in a pond of water
"Bisakah aku membuatnya berdegup lebih kencang dan keras?Tentu saja, dengan melompat-lompat dua puluh kali.",girl with a pink dress and a pink teddy bear
"Nah, sekarang jantungku berdebar lebih kencang.Dagdigdug, dagdigdug, dagdigdug!",girl with a bird on her head
"Kalau aku meletakkan jari-jariku di pergelangan tanganku, aku bisa merasakan denyut nadiku.",girl with a fish on a string with a fish on it
Aku bisa mendengarkan tawaku sendiri.Hahahaha!,girl with a spider - eyed spider - eyed spider - eyed spider - eyed
Juga tangisku.Huhuhuhu!,girl with a flower in her hand
Demikian pula tepukan tanganku.Plok plok plok.,girl in a skirted skirt and a pink bird
Namun semua suara itu tak bisa mengalahkan suara perutku yang keroncongan.Kruyuk kruyuk kruyuk,girl with a kite kite flying in the sky
Pertanda aku perlu makan.,girl with a kite kite in the air
Hidungku bisa mencium gorengan di dapur.,girl in a red dress and a girl in a red dress
Menyenangkan sekali permainan ini.Sekarang aku ingin mendengar suara gigiku mengunyah., character holding a cell phone in front of a number of spiral spiral spirals
Dan juga suara perutku mengolah  kue Jalebi  (makanan khas India)  buatan ibu.,a  man with a headphones on his head
Cocokkan suara dengan bagian tubuhTanganBersiulBibirTepuk tanganKakiHentakan,a beehive beehive with a beehive and a beehive
Mimi si Lebah Manis terbang berkeliling kampung. Mimi ingin mengetahui sarapan sehat anak-anak di kampung.,a boy sitting at a table with a bee on it
Mimi hinggap di meja Doni. Mimi melihat Doni sedang makan buah pisang.,a ish girl eating a meal
Mimi hinggap di dinding ruang makan Dorce. Mimi melihat Dorce sedang makan singkong rebus.,a  man eating a meal
Mimi hinggap di rak piring Petu. Mimi melihat Petu sedang makan telur rebus.,a child's girl eating a meal
Mimi hinggap di jam dinding Adel. Mimi melihat Adel sedang makan bubur kacang hijau.,a boy eating a meal at a table with a clock
Mimi hinggap di vas bunga Mince. Mimi melihat Mince sedang minum susu.,a woman drinking from a bottle of water
Mimi hinggap di kursi makan Ana. Mimi melihat Ana sedang makan ikan.,a boy eating a bowl of cereal and a beet
Mimi hinggap di meja Obed. Mimi melihat Obed sedang makan wortel.,a boy sitting at a table with a plate of food
Mimi hinggap di meja Robi. Mimi melihat Robi sedang makan tahu dan tempe.,a close up of a list of items for sale in a store
Mimi hinggap di jendela Tina. Mimi melihat Tina sedang makan sayur kangkung.,a woman eating rice with a spoon and spoon in front of a butterfly
Mimi hinggap di hiasan dinding Kevin. Mimi melihat Kevin sedang makan nasi.,a child's beehive eating a meal
Mimi hinggap di meja Leo. Mimi melihat Leo sedang makan sagu bakar.,a boy drinking a drink while eating a sandwich
"Sekarang, Mimi tahu sarapan yang sehat bagi anak-anak.",a bee stinger with a bee on a pink background
"Mimi adalah lebah yang manis sekali. Suatu pagi, Mimi sibuk berkeliling kampung. Dia ingin tahu sarapan anak-anak. Mimi menjadi tahu, sarapan apa saja yang sehat. Buku Seri Gemilang ini merupakan hasil kerjasama",a woman in a yellow shirt and green pants standing in a room
"Beni berpamitan kepada ibunya sebelum berangkat sekolah. ""Beni, nanti makan di rumah ya!"" kata Mama. ""Jangan beli makanan di luar,"" lanjut Mama. Beni langsung pergi karena takut terlambat tiba di sekolah.",a group of children in school uniforms standing around a table
Hari semakin siang. Beni mulai merasa lapar. Beni memeriksa kantong celananya. Ternyata dia masih memiliki uang.,a boy and girl in school uniforms eating a sandwich
Lonceng tanda usai sekolah berbunyi. Beni berlari ke warung dekat sekolah. Beni membeli jajanan yang pedas.,school class room with a teacher and students
Beni merasa kepedasan. Beni minta air minum kepada penjaga warung. Beni langsung meminum air sampai habis.,a  boy and girl in school uniforms
"Teman-teman Beni mulai berjalan pulang. ""Saya ikut!"" kata Beni sambil mengunyah makanan.",a family meal of a family meal at a restaurant
"Sore harinya, Beni merasa lapar. Beni makan masakan Mama. Ketika menelan makanan, tenggorokannya terasa sakit. ""Bapak, tenggorokan saya sakit,"" rintih Beni.",a close up of a document with a picture of a woman in a white dress
"Orang tua Beni mengantar Beni ke Puskesmas. Ibu Dokter memeriksa Beni. ""Beni sakit radang tenggorokan,"" jelas Ibu Dokter. Ibu Dokter memberi Beni obat.",doctor examining a patient's heartbeat
"Ibu Dokter memberi nasihat kepada Beni. ""Beni tidak boleh jajan sembarangan!"" saran Ibu Dokter. ""Sebaiknya membawa makanan dan minumam dari rumah,"" kata Ibu Dokter. Beni tersenyum mendengar nasihat dari Ibu Dokter.",a doctor examining a patient's leg in a hospital
"""Iya Ibu, terima kasih atas nasihatnya,"" kata Beni. Beni sangat terkesan dengan keramahan Ibu Dokter. Kelak, Beni ingin sekali menjadi dokter. ""Jika Beni besar nanti, Beni ingin menjadi dokter,"" kata Beni.",a family in a room with a woman and two children
"Pasa keesokan harinya, Beni bersiap-siap pergi ke sekolah. ""Jangan lupa makan dulu!"" kata Mama. ""Iya, Mama, saya tidak ingin sakit lagi!"" jawab Beni.",a picture of a group of children are standing in front of a sign that says gem lang
"Setelah makan, Beni tidak lupa minum. ""Beni ingin sehat dan tidak akan jajan sembarangan lagi,"" kata Beni. ""Beni juga akan rajin belajar supaya bisa menjadi dokter,"" tambah Beni.",a woman in a yellow shirt is sitting at a table with a plate of food
Buku-buku seri Gemilang merupakan kumpulan buku bacaan berjenjang yang kontekstual terhadap kehidupan anak-anak di Papua dan Papua Barat untuk mendukung peningkatan literasi siswa sekolah dasar,a boy and girl sitting on a bench in a park
Disen memandang taman dengan sedih. Di taman banyak sampah dan ludah pinang. Lalat dan nyamuk beterbangan.,a boy and girl in school uniforms are walking in the park
Disen mengelap keringat dengan tangan. Tiba-tiba Disen berlari meninggalkan taman. Irene bingung melihat Disen pergi begitu saja.,a boy with a broom and a broom in his hand
"Tidak lama kemudian, Disen datang kembali. Disen membawa sapu dan keranjang sampah. Disen ingin membersihkan taman.",a boy with a broom and a broom in his hand
Disen mulai membersihkan taman. Irene terkejut melihatnya.,boy and a girl talking to each other
"""Hai, Disen! Mengapa kamu membersihkan taman?"" teriak Tonce. ""Bukankah itu pekerjaan perempuan?"" tanya Marko. ""Hahaha, Disen seperti perempuan!"" ejek Tonce.",group of children in school uniforms
"""Ah, bapakku sering bersih-bersih di rumah,"" jawab Disen. ""Ayo bekerjasama agar taman bersih kembali!"" ajak Disen. ""Kalau taman bersih, kita bisa bermain lagi!"" sambung Irene.",a ish picture of a group of schoolchilders
"""Hmm, saya ingin bermain di taman lagi,"" gumam Marko. Tonce terdiam. Mereka berlari mengambil alat kebersihan di rumah.",a boy in a yellow shirt is holding a baseball bat
Tonce dan Marko datang bersama teman-teman lainnya. Mereka membawa sapu lidi dan serok.,a man and woman are standing in a field
Semua anak laki-laki dan perempuan membersihkan taman. Mereka melakukannya dengan gembira.,a group of children playing with buckets of food
Para orang tua melihat anak-anak bekerja. Mereka datang membawa kue dan minuman.,a close up of a lettered lettered to a lettered to a woman
Disen dan teman-teman mencuci tangan. Mereka beristirahat dan makan kue dengan gembira. Hari itu mereka bekerja dengan keras.,a boy and girl playing with shovels in a garden
Sekarang taman sudah bersih dan rapi. Lalat dan nyamuk berlarian pergi dari taman.,there is a bench with a bench and a bench
Burung-burung dan kupu-kupu beterbangan di taman. Anak-anak mulai datang dan bermain dengan gembira. Disen sangat bahagia melihat taman yang indah.,a boy throwing a ball in a park
"Taman bermain penuh dengan lalat dan nyamuk. Disen ingin membuat lalat dan nyamuk pergi dari taman. Bagaimana caranya, ya? Buku Seri Gemilang ini merupakan hasil kerjasama",there is a picture of a potted with vegetables and a question mark
"""Malam ini kita makan apa?"" tanya Sam. ""Coba tebak,"" kata Mama sambil meletakkan sebuah panci besar di atas kompor.",boy and girl playing with carrots
"Mama menuangkan air ke dalamnya. Sam menjadi cemas. ""Kita akan makan malam dengan air, ya?"" keluhnya. ""Ini kejutan. Lihat saja nanti,"" jawab Mama.",a woman in a dress and a man in a suit
"""Apa aku boleh membantu?"" tanya Sam. ""Aku bisa mengaduk."" ""Kamu masih terlalu pendek,"" kata Mama. ""Nanti pancinya jatuh. Tapi, kamu bisa bantu Mama mengambilkan bahan-bahan.""",a picture taken from a picture of a onion soup with a onion on it
"""Tolong ambilkan bawang bombay, Sam.""""Baunya tidak enak.""""Kalau sudah dimasak rasanya akan enak.""",coloring pages for kids to color and color in
"""Sekarang Mama memerlukan beberapa buah tomat."" ""Bukan, itu apel. Tomat juga bentuknya bulat dan berwarna merah, kamu bisa menemukannya di dalam kulkas.""",coloring pages for kids apples coloring pages
"""Tolong ambilkan kentang, Sam. Bentuknya bulat, warnanya cokelat.""""Apa makan malamnya sudah siap?""","man in a suit and tie, with a book and a book"
"""Kalau kamu lapar, kamu bisa makan apel sambil menunggu."" ""Bagaimana dengan ini?""""Tidak, kita tidak butuh biskuit. Kita bisa memakannya setelah makan malam.""",coloring pages for kids to color and color
"""Apa isi panci itu?""""Sebuah kejutan. Tunggu dan lihat saja.""",a boy with his arms crossed and his arms crossed
"""Kalau ini?"" ""Itu namanya semangka, terlalu besar untuk dimasukkan ke dalam panci. Coba kamu cari bayam. Warnanya juga hijau.""",woman in a dress with a baby in a pot
"""Tolong ambilkan roti, Sam."" ""Tidak, rotinya tidak akan dimasukkan ke dalam panci, tapi ditaruh di atas meja.""",a picture of a picture of a pancake with a pancake and a pancake
"Mama membawa panci itu ke meja makan dan mulai menyajikan makan malam. ""Ada apa di dalam panci?"" tanya Sam.",a picture taken from a watermelon of a watermelon and a watermelon
"""Sup!""Kesukaanku!", character holding a cookie cookie cookie
Phoe Tar Lay mengidap HIV.,a boy with a can of soda can be seen in this image
Karena itu Phoe Tar Lay tidak tersenyum.,a picture of a pizza with tomatoes and peppers on it
Satu-satunya yang membuat Phoe Tar Lay merasa lebih baik adalah dengan menonton pertunjukan sulap dari Phoe Sein. Dia adalah pahlawan untuk Phoe Tar Lay.,a woman in a purple dress with a purple capelet and a basket of apples
"Meski Phoe Tar Lay ingin bermain, ia merasa enggan. Dan Phoe Tar Lay tak pernah tersenyum.",a boy sitting on a bench with a soccer ball
Dia tidak ingin bermain dengan yang lain. Dia hanya ingin menonton pertunjukan sulap Phoe Sein di TV.,man sitting in a chair watching tv with a coffee cup
"Selalu makan sendirian ketika di sekolah, Phoe Tar Lay pun tidak tersenyum.",a boy sitting on a tree stump reading a book
"Pulang sekolah, Phoe Tar Lay tidak berbicara dengan teman-teman sekelasnya. Dan Phoe Tar Lay tidak tersenyum",a boy with a teddy bear in a potted potted with a teddy bear
Hanya Pesulap Phoe Sein yang disukainya.,character a man and woman walking with backpacks
"Karena Phoe Tar Lay sudah terlalu lama sendirian, dia semakin kurus dan sakit. Dia bahkan tidak bisa pergi ke sekolah. Phoe Tar Lay tidak tersenyum.",a man sleeping in a bed with a green blanket
"Teman-teman Phoe Tar Lay, Su Su dan Ko Khant, menyadari kondisinya semakin memburuk.Mereka mencari cara untuk menolong Phoe Tar Lay.",family watching tv with a baby elephant
"Su Su dan Ko Khant mengajak Dr. Mo Mo ke rumah Phoe Tar Lay. Saat mereka datang, Phoe Tar Lay sedang menonton pertunjukan sulap Phoe Sein seperti biasanya.",cartoonish a man and woman sitting on a bench
"Dr. Mo Mo berkata, ""Oh, kamu suka sulapnya Phoe Sein ya.Jika kamu sudah merasa baikan, aku akan mengajakmu nonton pertunjukannya.""Phoe Tar Lay sangat senang dan menjawab,""Benarkah?! Aku akan berusaha pulih secepatnya!""",man sitting on a bed with a glass of water
"""Jika kamu mau cepat pulih, kamu harus minum obatmu secara teratur. """,a picture taken from a potted planter with a red ribbon on it
"""Beristirahat yang cukup.""",family walking down the street in front of a circus tent
"""Makanlah makanan yang sehat, supaya kamu memiliki energi untuk bermain dengan teman-temanmu.""",boy eating soup in a bowl with soup in a bowl
Phoe Tar Lay mengikuti nasihat Dr. Mo Mo.Dan ia pun segera merasa lebih baik!Dr. Mo Mo membawanya melihat pertunjukan sulap Phoe Seinsebagaimana dijanjikan.Hari itu bertepatan dengan Hari AIDS Sedunia.,a person standing in front of a stage with a stage curtain
"Ditengah-tengah pertunjukan, Phoe Sein berhenti sejenak untuk menyampaikan sesuatu kepada para penonton.""Para hadirin sekalian, saya ingin memberitahukan bahwa saya mengidap HIV. Saya mengumumkan hal ini karena saya tidak ingin Anda mengucilkan orang-orang dengan HIV atau AIDS (ODHA). Dan bagi kalian yang telah didiagnosis terjangkit HIV atau AIDS, janganlah mengurung diri. Tetap kuat, bersukacita, dan jagalah dirimu serta orang lain di sekitarmu.""Phoe Tar Lay terkejut.",a man sleeping in a bed with a pillow and a pillow
"Untuk kali pertama di sepanjang hidupnya, Phoe Tar Lay tersenyum.",boy with a scooter and a scooter on a scooter
"Sekalipun sedih, Phoe Tar Lay menemukan keberanian untuk menjaga dirinya dan menikmati hidup. Hari berikutnya, Phoe Tar Lay bermain dengan teman-temannya. Dia senang bermain dengan Su Su dan Ko Khant. Mereka semua pun tersenyum sekarang.",a group of four pictures of a man and a woman with a laptop
"HIV dan AIDS adalah topik yang dapat membuat kita takut dan bingung. HIV adalah virus yang dapat berkembang menjadi AIDS apabila tidak diobati dan ditangani dengan baik. Orang-orang yang hidup dengan penyakit kronis ini dapat mengalami depresi dan kehilangan nafsu makan, sama seperti yang dialami oleh Phoe Tar Lay. Penting bagi kita untuk mengetahui informasi mengenai HIV dan AIDS dan cara terbaik merangkul orang-orang yang memerlukan dukungan moral kita. Temuilah petugas kesehatan profesional yang ada di daerahmu untuk mempelajari lebih lanjut.",man and a woman in purple clothes
Pertanyaan1. Kenapa Phoe Tar Lay tidak tersenyum?2. Apa yang Dr. Mo Mo katakan kepada Phoe Tar Lay agar ia tetap sehat?3. Kenapa sekarang Phoe Tar Lay tersenyum?4. Apakah kamu pernah sakit? Bagaimana kamu menolong teman-teman lain yang sedang sakit?,a boy with a backpacker and backpacker walking through a room
"Lonceng usai sekolah berbunyi, Oto bergegas pulang ke rumah. Oto sudah sangat lapar.",a boy and girl in school uniform are standing in a kitchen
"Oto segera masuk ke dapur. Mama sedang memasak. ""Selamat siang, Mama!"" Oto memberi salam. ""Selamat siang, Nak!"" jawab Mama.",a ish picture of a boy and a girl cooking in a kitchen
"""Mama memasak apa hari ini?"" tanya Oto. ""Baunya sedap sekali!"" lanjut Oto.",boy and girl cooking in a kitchen
"""Mama, saya lapar!"" kata Oto. ""Sabar ya Nak, makanan sebentar lagi siap!"" kata Mama.",a woman in a yellow dress shirt and red shorts standing in a kitchen
"""Ganti pakaian dulu lalu makan siang!"" kata Mama. ""Baiklah, terima kasih Mama,"" jawab Oto.",a boy and girl sharing a plate of food
"Setelah mengganti pakaian, Oto kembali ke dapur. ""Mama, ikan apa itu?"" tanya Oto. ""Ini ikan mujair,"" jawab Mama. ""Tadi Bapak memancing ikan di kolam,"" lanjut Mama.",man and woman in a kitchen
"""Nak, tolong letakkan ikan ini di atas meja!"" kata Mama. ""Baiklah, Mama!"" jawab Oto. Oto membawa piring berisi ikan goreng ke ruang makan.",a white and black photo of a business card with a picture of a woman in a white dress
"Mata Oto terbelalak melihat masakan di atas meja. ""Wah, masakan Mama banyak sekali!"" kata Oto. ""Ada nasi, tumis kangkung, tempe goreng, dan sambal,"" kata Oto. ""Emmmm, sedapnya, Mama memang pandai memasak,"" puji Oto.",a group of children are standing in front of a sign that says genilang
Oto mendengar suara Bapak. Bapak sudah pulang dari kebun. Bapak mencuci tangan dan kaki. Mama dan Oto juga mencuci tangan sebelum makan.,woman and two children in a backyard
Oto ingin mengambil nasi. Oto teringat bahwa dia harus mendahulukan orang tua.,a family meal of three children sitting at a table
"Oto mempersilakan orang tuanya mengambil nasi terlebih dahulu. ""Sikapmu sangat terpuji,"" kata Bapak. ""Begitulah cara bersopan santun pada saat makan bersama,"" kata Mama.",man and woman in a kitchen with a turkey
